path,phase,file_size,sha256_before,sha256_after,unchanged
reports/phase115_temporal_lag_analysis.csv,11.5,978,776d5e0bbbe93bb6e79783a827a3c78ffc3626830bf34df870b79e1c68f21dab,776d5e0bbbe93bb6e79783a827a3c78ffc3626830bf34df870b79e1c68f21dab,True
reports/phase11_assignment_edge_class_audit.csv,11,89895,fdbddd98a01d7342efe76b8630cd7066a5c9aef17f20d68a0bd0e989df21e28f,fdbddd98a01d7342efe76b8630cd7066a5c9aef17f20d68a0bd0e989df21e28f,True
reports/phase11_assignment_uncertainty.csv,11,77560,f3ddcadf8e5e59f80023053aab887b7b44d31047858d75e47fa4c712b515c3ba,f3ddcadf8e5e59f80023053aab887b7b44d31047858d75e47fa4c712b515c3ba,True
reports/phase11_bipartite_network_summary.html,11,8276,5b7697f5a34b672b56839a8f320187ba4072ba9114212de85e7b2743fe532079,5b7697f5a34b672b56839a8f320187ba4072ba9114212de85e7b2743fe532079,True
reports/phase11_middle_catchment_ranking.csv,11,23528,02d96f7bcf4fe67b6977fb14d95d266a6977943c3716ffff293c7ff7f27b3b91,02d96f7bcf4fe67b6977fb14d95d266a6977943c3716ffff293c7ff7f27b3b91,True
reports/phase11_middle_quality_demand_matrix.csv,11,80954,7e2b168ac0b8b2b0266c2107f4884110579515cebbdf4b4d5c139d2ce5e60fa6,7e2b168ac0b8b2b0266c2107f4884110579515cebbdf4b4d5c139d2ce5e60fa6,True
reports/phase11_network_degree.html,11,20453,0e0f374ae2fbc3cfd92b294134bf32ab000235c6e9809acd4d26f554f8294d7d,0e0f374ae2fbc3cfd92b294134bf32ab000235c6e9809acd4d26f554f8294d7d,True
reports/phase11_quality_demand_correlations.csv,11,12338,215374676968584f219f8746b1b3d90990f98fae40fc73eac99a9593ec8da85c,215374676968584f219f8746b1b3d90990f98fae40fc73eac99a9593ec8da85c,True
reports/phase11_quality_demand_matrix.html,11,8289,385c5e925447e8226c1c835da6c762a8b0df91a382865b0c552830a8bacd81da,385c5e925447e8226c1c835da6c762a8b0df91a382865b0c552830a8bacd81da,True
reports/phase11_quality_vs_broad_demand.html,11,22158,6ec0cfbd886b39abcc2b965bdfd835b319c25fdcb193efde64c541c427bd345b,6ec0cfbd886b39abcc2b965bdfd835b319c25fdcb193efde64c541c427bd345b,True
reports/phase11_quality_vs_confirmed_demand.html,11,22357,e79b222283e67878aa1fb53eb497945908cd15b4fdf6ffb57575e17b7b30b526,e79b222283e67878aa1fb53eb497945908cd15b4fdf6ffb57575e17b7b30b526,True
reports/phase11_rankings.csv,11,53838,da9c68958766c39bfc8c8e40e67c83bb649c51cb572fe0deaee6fe2dac0a2fc4,da9c68958766c39bfc8c8e40e67c83bb649c51cb572fe0deaee6fe2dac0a2fc4,True
reports/phase11_threshold_sensitivity.csv,11,1166,b84f283f1c4ab6b8043841901968fd5edfbb1b492271a445eeb82287e8ea01ab,b84f283f1c4ab6b8043841901968fd5edfbb1b492271a445eeb82287e8ea01ab,True
reports/phase11_uncertainty_scatter.html,11,18631,f5c433c35b3d25ccfbf4d989d0bef6956e02a78f1e28d8610a4e818b1e8c2201,f5c433c35b3d25ccfbf4d989d0bef6956e02a78f1e28d8610a4e818b1e8c2201,True
reports/phase11_validation.md,11,2478,eefe8e56ca62e44c5962ffd8455045fdfe5262dc117fadff43d4685ce79bda71,eefe8e56ca62e44c5962ffd8455045fdfe5262dc117fadff43d4685ce79bda71,True
reports/phase125_guaranteed_gold_validation.csv,12.5,2146,3c6ffd46fe2c5eab3074abdf364a5f0c75e1b75ef7be6a2d3472862f16649c51,3c6ffd46fe2c5eab3074abdf364a5f0c75e1b75ef7be6a2d3472862f16649c51,True
reports/phase125_middle_feature_definition.csv,12.5,840373,e5cc26042675318e6e3f663a1ef0d33a8eefc4f587de0293f8df1984b15f33cd,e5cc26042675318e6e3f663a1ef0d33a8eefc4f587de0293f8df1984b15f33cd,True
reports/phase125_middle_incremental_validation.md,12.5,959,b9188b465c7744f1dc0a8b46180a1ba0324c6a06515c466cfc83e023eec372e1,b9188b465c7744f1dc0a8b46180a1ba0324c6a06515c466cfc83e023eec372e1,True
reports/phase125_nested_model_comparison.csv,12.5,1102,8bc1a1afccb077c4f5115d815a15e2ff472f478227ece4825a2a72c527559d4b,8bc1a1afccb077c4f5115d815a15e2ff472f478227ece4825a2a72c527559d4b,True
reports/phase125_regression_coefficients.csv,12.5,1292,67e5b6b4104556c4dc8c0dae83958e9074e94138ae01647bf98d75d2a4a0bd6b,67e5b6b4104556c4dc8c0dae83958e9074e94138ae01647bf98d75d2a4a0bd6b,True
reports/phase12_elementary_first_validation.md,12,755,599c4a61659413a6dfdb7b89405cec4bd702c6475f88653d82c43b622a61d591,599c4a61659413a6dfdb7b89405cec4bd702c6475f88653d82c43b622a61d591,True
reports/phase12_elementary_temporal_stability.csv,12,1436,805676755c9727e3c581c10c809ee13db315b2aa8f4d888d53a4736b3a5040ad,805676755c9727e3c581c10c809ee13db315b2aa8f4d888d53a4736b3a5040ad,True
reports/phase12_elementary_vs_phase7_model_comparison.csv,12,1283,8532901f2299a8fd996905f687d75841b4796404ebf1281a8a8d1affe0f30a50,8532901f2299a8fd996905f687d75841b4796404ebf1281a8a8d1affe0f30a50,True
reports/phase12_regression_coefficients.csv,12,447,24eb1e271baf9092c122c9a6646058857d010a3dbd0920cc1bf69c11c778fb7f,24eb1e271baf9092c122c9a6646058857d010a3dbd0920cc1bf69c11c778fb7f,True
reports/phase135_confidence_robustness.csv,13.5,703,eedb034de72e1e6716aa6109526e8a602307f9c39e974efe25d40f6d91584af1,eedb034de72e1e6716aa6109526e8a602307f9c39e974efe25d40f6d91584af1,True
reports/phase135_missing_school_score_apartments.csv,13.5,660,18ca0f6cce99f3107101247d04fed4f1f58d54cf083df23d2e6116b1cc0b2822,18ca0f6cce99f3107101247d04fed4f1f58d54cf083df23d2e6116b1cc0b2822,True
reports/phase135_protected_manifest.csv,13.5,30082,685a5c5eed87dcb119a1c4c04d5a3b07c70f197b34c8f94d55cb7318e2f75251,685a5c5eed87dcb119a1c4c04d5a3b07c70f197b34c8f94d55cb7318e2f75251,True
reports/phase135_residual_price_validation.csv,13.5,345,41d7382997c96e62448fbcab01bc6792e2875a56d165bf7ed89f916f9c1a3d08,41d7382997c96e62448fbcab01bc6792e2875a56d165bf7ed89f916f9c1a3d08,True
reports/phase135_school_premium_freeze_validation.md,13.5,687,0a3b1e8481d7ac986a5e0485af42fe5e1db1acbed757f08df72f5dbd3d560252,0a3b1e8481d7ac986a5e0485af42fe5e1db1acbed757f08df72f5dbd3d560252,True
reports/phase135_top_bottom_sanity_audit.csv,13.5,19302,d2423a2b44679c1c274ef9dde67c8c1784da880b903cf444e8d7ae6eb7172b91,d2423a2b44679c1c274ef9dde67c8c1784da880b903cf444e8d7ae6eb7172b91,True
reports/phase135_transaction_volume_robustness.csv,13.5,759,93a29a4c8bf6f9e6782b556b6297953a6f2eb2c743aa216e664879b861ca4c4d,93a29a4c8bf6f9e6782b556b6297953a6f2eb2c743aa216e664879b861ca4c4d,True
reports/phase135_within_location_robustness.csv,13.5,334,2c1008430581cc8b6e04b9c0110ad2eb5ef92855d35020afc2bdbd2fa3cc5efc,2c1008430581cc8b6e04b9c0110ad2eb5ef92855d35020afc2bdbd2fa3cc5efc,True
reports/phase13_school_premium_audit.csv,13,182757,f36e0e12f5d1fb1aca7e1f9907e83fdb69166b12edec725d05bbd5add2150db2,f36e0e12f5d1fb1aca7e1f9907e83fdb69166b12edec725d05bbd5add2150db2,True
reports/phase13_school_premium_ranking.csv,13,772881,f6f71fcbfcffe0e6e2f71f9f9c8d5969cd463e4db069d27e65fced0e4c45e856,f6f71fcbfcffe0e6e2f71f9f9c8d5969cd463e4db069d27e65fced0e4c45e856,True
reports/phase13_school_premium_validation.md,13,3539,20d400f39ea95f6baac44b25fc657e2c8dfcb97b6ad6279dddfc8b49b12c47cc,20d400f39ea95f6baac44b25fc657e2c8dfcb97b6ad6279dddfc8b49b12c47cc,True
reports/phase145_gap_stability.csv,14.5,222,6469eeb6433d54b8e47e664d9cee2937cb9c9b2dcaa489fa48f3bbfd3d89246f,6469eeb6433d54b8e47e664d9cee2937cb9c9b2dcaa489fa48f3bbfd3d89246f,True
reports/phase145_school_value_gap_audit.csv,14.5,114184,4197e0779aea65e987a6bdb731cb90a41ea3a54f81a934f71b27eb0aec919b99,4197e0779aea65e987a6bdb731cb90a41ea3a54f81a934f71b27eb0aec919b99,True
reports/phase145_school_value_gap_rankings.csv,14.5,100064,a9861e78e903656896f0f9e0702cd21919bac314aa619f1e6e11e34871a4ca09,a9861e78e903656896f0f9e0702cd21919bac314aa619f1e6e11e34871a4ca09,True
reports/phase145_school_value_gap_validation.md,14.5,4540,b577d4b478b9136330c62473603702b0d0b3a02a7ed842003cde8360adc00d0b,b577d4b478b9136330c62473603702b0d0b3a02a7ed842003cde8360adc00d0b,True
reports/phase145_threshold_sensitivity.csv,14.5,146,406fdc084c7cb50ad08616491c0ddda2d61d155c066d3ed83fe7ef645c3bdf03,406fdc084c7cb50ad08616491c0ddda2d61d155c066d3ed83fe7ef645c3bdf03,True
reports/phase146_gap_stability_audit.csv,146,525573,109eb7e84f24cec4a45959396425e99e38cee41db6da0b7e3333d378847e1f08,109eb7e84f24cec4a45959396425e99e38cee41db6da0b7e3333d378847e1f08,True
reports/phase146_gap_stability_validation.md,146,958,72cdcd2ff37f3f1b5f4999653e1af5227b0a7fa0eb4c1da0f0f64dea0f636d5c,72cdcd2ff37f3f1b5f4999653e1af5227b0a7fa0eb4c1da0f0f64dea0f636d5c,True
reports/phase146_gap_window_spearman.csv,146,186,97155561c35b2e9b30fe9b432105751c406d51c3f7cc994562a4a21a3c18c2e1,97155561c35b2e9b30fe9b432105751c406d51c3f7cc994562a4a21a3c18c2e1,True
reports/phase146_protected_manifest.csv,146,37734,1ff5c6fbb7494e3416da9b0557f83d93ffe80c88a6160c937f67b719b952c34e,1ff5c6fbb7494e3416da9b0557f83d93ffe80c88a6160c937f67b719b952c34e,True
reports/phase147_leave_one_dong_out.csv,147,5876,6efeed8d4f41c1d46b3101df052057b846854c8ccf7a4cfbf82018926cf447e9,6efeed8d4f41c1d46b3101df052057b846854c8ccf7a4cfbf82018926cf447e9,True
reports/phase147_robustness_lodo_validation.md,147,1978,85937be7c1bf46370f162f786065c71c95c9e8c4161ec99e8acd2709e296ee1c,85937be7c1bf46370f162f786065c71c95c9e8c4161ec99e8acd2709e296ee1c,True
reports/phase147_sanity_flag_classification.csv,147,129533,3d95356ac1a2304c3c07358b5cb0425b83d0177dddbff3f3c89967ca672f91f6,3d95356ac1a2304c3c07358b5cb0425b83d0177dddbff3f3c89967ca672f91f6,True
reports/phase147_sanity_flag_impact.csv,147,977,dd756ebe317d2e9a6ae2ff30929b15d313c037c4bcf5dad8821dc85d24e84ce3,dd756ebe317d2e9a6ae2ff30929b15d313c037c4bcf5dad8821dc85d24e84ce3,True
reports/phase147_sensitivity_top20.csv,147,26342,8338bef9ce64f3a08b5abc98eff743a59a740d1443ab66f82a0b234770ea7c4a,8338bef9ce64f3a08b5abc98eff743a59a740d1443ab66f82a0b234770ea7c4a,True
reports/phase148_candidate_tiering.csv,148,10000,a505fc38959a400f96a02ebed765fba6dadf9584aeed1ce024599b10c41e582c,a505fc38959a400f96a02ebed765fba6dadf9584aeed1ce024599b10c41e582c,True
reports/phase148_candidate_tiering.md,148,3965,8b130c460d4dd2243663247db642ab434104983b8f33c4f1e30b85fb7892451b,8b130c460d4dd2243663247db642ab434104983b8f33c4f1e30b85fb7892451b,True
reports/phase148_robust_near_candidates.csv,148,11378,b516b9ab9df3bf55dcc55da2a57d7b0ba1353cab724a7510d249f8f8e9027b20,b516b9ab9df3bf55dcc55da2a57d7b0ba1353cab724a7510d249f8f8e9027b20,True
reports/phase149_final_freeze.md,149,1068,861c8ba8052826cbdf22b0499ddc70a1ed0e3ee35090379f4497f6feb61451d4,861c8ba8052826cbdf22b0499ddc70a1ed0e3ee35090379f4497f6feb61451d4,True
reports/phase149_final_master_audit.csv,149,250306,abc4491dd155aeb54dc484934d7faffe5191f97fc84da83226838285522c78a9,abc4491dd155aeb54dc484934d7faffe5191f97fc84da83226838285522c78a9,True
reports/phase14_model_comparison.csv,14,1528,8d857b8aa05714e43ffe7dafe58ccc042983a335df07585bdd5bf5548b2675e3,8d857b8aa05714e43ffe7dafe58ccc042983a335df07585bdd5bf5548b2675e3,True
reports/phase14_school_model_coefficients.csv,14,202,648f73648edb0a58597f6c33cd4a7d65fd2703949f27b58bc7eaba8367dc9980,648f73648edb0a58597f6c33cd4a7d65fd2703949f27b58bc7eaba8367dc9980,True
reports/phase14_school_premium_price_effect.md,14,760,382f1fe9bf3a6096c603c5737f939913bd3f4aaf9ba773d7b271297644875348,382f1fe9bf3a6096c603c5737f939913bd3f4aaf9ba773d7b271297644875348,True
reports/phase14_school_score_price_effect_curve.csv,14,9675,1d07e5da808d767b4db9c78f621ba6a3fbb03732e13917e2247f9439d25fe1b3,1d07e5da808d767b4db9c78f621ba6a3fbb03732e13917e2247f9439d25fe1b3,True
reports/phase151_bootstrap_stability.csv,15.1,10466,ab0f78b675703bce24633d0f3d1fb8409b2751bb550061148015c6f1e993dbb1,ab0f78b675703bce24633d0f3d1fb8409b2751bb550061148015c6f1e993dbb1,True
reports/phase151_cluster_selection.csv,15.1,1456,14d75b74bb5b7ba1ff597be7cf0853194a6f5d93c66cb03e9ba2c20701779465,14d75b74bb5b7ba1ff597be7cf0853194a6f5d93c66cb03e9ba2c20701779465,True
reports/phase151_legal_dong_market_crosswalk.csv,15.1,8623,2cc05ad8ffaf2ef1ecb8cde5f558f6f5b28cbef36cd367b7643f5a8a344ce374,2cc05ad8ffaf2ef1ecb8cde5f558f6f5b28cbef36cd367b7643f5a8a344ce374,True
reports/phase151_local_market_audit.csv,15.1,66234,6dac37f43039915f6a3db81e62deadb587d6a8df2d9e2cdb358b3670397dea99,6dac37f43039915f6a3db81e62deadb587d6a8df2d9e2cdb358b3670397dea99,True
reports/phase151_local_market_discovery.md,15.1,4884,0e96cbc07c5b6643dfb17f583cbac423930a55d75b450517689688ac4916a8ff,0e96cbc07c5b6643dfb17f583cbac423930a55d75b450517689688ac4916a8ff,True
reports/phase151_local_market_summary.csv,15.1,23700,f7d0599f86bbdab883550bf8fa41812a9ee9546c2a6cef3d94daedf5202c046b,f7d0599f86bbdab883550bf8fa41812a9ee9546c2a6cef3d94daedf5202c046b,True
reports/phase151_market_definition_comparison.csv,15.1,709,c70cad3fbd18f335f55467abd11e04c622e55abf7a30524f6f4b05ed8d28a8ae,c70cad3fbd18f335f55467abd11e04c622e55abf7a30524f6f4b05ed8d28a8ae,True
reports/phase151_protected_manifest.csv,15.1,43343,2b6025782ea20a363daee61b895cfb16deb0de1ea351036a4d6ab95078951447,2b6025782ea20a363daee61b895cfb16deb0de1ea351036a4d6ab95078951447,True
reports/phase151_time_stability.csv,15.1,203,e8d0bb5cab827eb985441702e5d09afffde00be77e5cbba8e07395900bd681b3,e8d0bb5cab827eb985441702e5d09afffde00be77e5cbba8e07395900bd681b3,True
reports/phase152_comparable_details.csv,15.2,337034,55a62d2c3caaaaadabda9ad0d73f1e390ee54f09589dbdd7e87f48c263a3c4ca,55a62d2c3caaaaadabda9ad0d73f1e390ee54f09589dbdd7e87f48c263a3c4ca,True
reports/phase152_fair_price_audit.csv,15.2,21392,ca76478087e32b288e0d7ce7a362c9a3991f7e215056af55852c80d8a68c54a1,ca76478087e32b288e0d7ce7a362c9a3991f7e215056af55852c80d8a68c54a1,True
reports/phase152_fallback_method_comparison.csv,15.2,762,c7093e11fdb2223340ed83a599360e93e077fe6a17d562156113fd219f151742,c7093e11fdb2223340ed83a599360e93e077fe6a17d562156113fd219f151742,True
reports/phase152_group_holdout_sensitivity.csv,15.2,1403,51874f95c337fccdcba9f4ddb346a1e6fe4fd49034ba51e3e2f9a5c6cfbe5d5b,51874f95c337fccdcba9f4ddb346a1e6fe4fd49034ba51e3e2f9a5c6cfbe5d5b,True
reports/phase152_local_comparable_price_model.md,15.2,5143,2cfd7cb0af82b51f360b00c120bf9d26fca74b2b878017c2acc9a9b04b273464,2cfd7cb0af82b51f360b00c120bf9d26fca74b2b878017c2acc9a9b04b273464,True
reports/phase152_low_sample_fallback_audit.csv,15.2,18547,f134a2d29766a3a6101d0dddb2b96e36a34e6ae56896660c41b3d77af0b93d2c,f134a2d29766a3a6101d0dddb2b96e36a34e6ae56896660c41b3d77af0b93d2c,True
reports/phase152_market_model_performance.csv,15.2,15771,3db388b7435f8c31aa1c5b55bfbd0c1682eee2369a02f55f503b30565120b06f,3db388b7435f8c31aa1c5b55bfbd0c1682eee2369a02f55f503b30565120b06f,True
reports/phase152_model_comparison.csv,15.2,1747,f1ab069fb14b71eb9960b8554f683431bc5ac60d5a7dee37dbdc11713d294218,f1ab069fb14b71eb9960b8554f683431bc5ac60d5a7dee37dbdc11713d294218,True
reports/phase152_protected_manifest.csv,15.2,49925,32012bcf8d3223c41fedfa3ceda594de0940705fd42993d51ad2e3c8187260cd,32012bcf8d3223c41fedfa3ceda594de0940705fd42993d51ad2e3c8187260cd,True
reports/phase7_260909_pytest.xml,7,13693,fe326f23c9f87450652d9c0c18627a74e3415efb0f626d3d4842cc2f260c383e,fe326f23c9f87450652d9c0c18627a74e3415efb0f626d3d4842cc2f260c383e,True
reports/phase7_assignment_2026_manual_review.csv,7,5650,262e5dcae8796e3e2cad2fbde2354174adc30e80c5d6bd2e2ba3670e637691f1,262e5dcae8796e3e2cad2fbde2354174adc30e80c5d6bd2e2ba3670e637691f1,True
reports/phase7_assignment_2026_quality.csv,7,353,3593be5d2f92eba4ded38b369b57d28bbbd2e6ec0813ede7cb14ee7315f7a160,3593be5d2f92eba4ded38b369b57d28bbbd2e6ec0813ede7cb14ee7315f7a160,True
reports/phase7_assignment_2026_validation.md,7,1334,b63d1ce5111b1ec6530df0a5ab3b4748004197ea0b7b4416403e58a33502ca6d,b63d1ce5111b1ec6530df0a5ab3b4748004197ea0b7b4416403e58a33502ca6d,True
reports/phase7_assignment_coverage_audit.md,7,2992,86645b01b78db7b6a390ad3ff344f038baa1c28a5ecb304fc303cafff6d0ffb4,86645b01b78db7b6a390ad3ff344f038baa1c28a5ecb304fc303cafff6d0ffb4,True
reports/phase7_manual_pytest.xml,7,16738,4110eb895c8a2b512c65d1dd7e073de30c8d3651a9eb374e864d4a7bdf7c3e45,4110eb895c8a2b512c65d1dd7e073de30c8d3651a9eb374e864d4a7bdf7c3e45,True
reports/phase7_missing_500plus_apartments.csv,7,2783,85a6a45a881dcf46c7f6f83b52b6a4d7bbef592f61dd28f1175391e9c6402960,85a6a45a881dcf46c7f6f83b52b6a4d7bbef592f61dd28f1175391e9c6402960,True
reports/phase7_missing_elementary_priority.csv,7,201,8c17088af136ab55e025179bd607ec4fb3520aaa1f9912a0a4dba896a339bf9a,8c17088af136ab55e025179bd607ec4fb3520aaa1f9912a0a4dba896a339bf9a,True
reports/phase7_official_exact_candidate_audit.csv,7,17081,102a18009cdd8b6323961800765884be047c9dace66fa3b85135f19f4e7bfa26,102a18009cdd8b6323961800765884be047c9dace66fa3b85135f19f4e7bfa26,True
reports/phase7_pytest.xml,7,13693,01b7902e87c3e38939e3973d3addd322f4f28133110e255c1573bd753e27b111,01b7902e87c3e38939e3973d3addd322f4f28133110e255c1573bd753e27b111,True
reports/phase7_schema_audit.csv,7,8765,8126af6ede8cde4bb121ae2f0e94f2303b274855048a513a9e486daf12e1da0f,8126af6ede8cde4bb121ae2f0e94f2303b274855048a513a9e486daf12e1da0f,True
reports/phase7_school_score_quality.csv,7,465,a867905aa045fb8bf11bc7e99ba5ed155b0968cef4ecec40087a57b83330df2b,a867905aa045fb8bf11bc7e99ba5ed155b0968cef4ecec40087a57b83330df2b,True
reports/phase7_sigungu_top10.csv,7,20960,8c03fdbbd5ccce621c1d04534d8eb4ff9c481089431e6b3608c95f5653c8fbb6,8c03fdbbd5ccce621c1d04534d8eb4ff9c481089431e6b3608c95f5653c8fbb6,True
reports/phase7_top_school_zones.csv,7,14327,20bd94feda1b5409eb1a65651bc6ccd594abfe0a404019c91ead21071afd1868,20bd94feda1b5409eb1a65651bc6ccd594abfe0a404019c91ead21071afd1868,True
reports/phase7_validation.md,7,3198,87fe22f6eb9978828b93c751d6b2aded76a25ce8580617b4ce42047d22a7f1f2,87fe22f6eb9978828b93c751d6b2aded76a25ce8580617b4ce42047d22a7f1f2,True
reports/phase8_comparable_pairs.csv,8,18846,7bb159a0e81766222bff9c598a2f0a751c53d18981d8f16cf0f55226a22de5e6,7bb159a0e81766222bff9c598a2f0a751c53d18981d8f16cf0f55226a22de5e6,True
reports/phase8_percentile_relation.html,8,25385,31b19b7a24fd90bcbb1e2453f295747299da9be16664dffa11cd142713d3299a,31b19b7a24fd90bcbb1e2453f295747299da9be16664dffa11cd142713d3299a,True
reports/phase8_quintile_price.html,8,8802,3f99d749076a726cc08813f491f5525cf7afe5e1df67b04910240ab3ae17ba07,3f99d749076a726cc08813f491f5525cf7afe5e1df67b04910240ab3ae17ba07,True
reports/phase8_regression_coefficients.html,8,9908,8153b1862bae0334d19cae8780b683e3ab6ad73ca04a83993ace52b36159a7ff,8153b1862bae0334d19cae8780b683e3ab6ad73ca04a83993ace52b36159a7ff,True
reports/phase8_regression_results.csv,8,1723,6206aeeb59116547c85cd346dddbf13e772da2e6a0a34cc5b50e06472f2d3476,6206aeeb59116547c85cd346dddbf13e772da2e6a0a34cc5b50e06472f2d3476,True
reports/phase8_school_price_correlation.csv,8,8861,aa455d20d3011a0d835027c6c4951dcb619387ebf583413c0e4ccd717afea77f,aa455d20d3011a0d835027c6c4951dcb619387ebf583413c0e4ccd717afea77f,True
reports/phase8_school_quintile_analysis.csv,8,1942,ff1176c1938f8f8f416abeb087481a20adaa4573ec8df77756dd62fde0792875,ff1176c1938f8f8f416abeb087481a20adaa4573ec8df77756dd62fde0792875,True
reports/phase8_score_price_scatter.html,8,47471,12a42b10a5e94f58f97913d73e6d7d028d2d6b9466340ecfe5c439720316e8e5,12a42b10a5e94f58f97913d73e6d7d028d2d6b9466340ecfe5c439720316e8e5,True
reports/phase8_sigungu_relation.html,8,29877,c48265c58ccc95249cc14e392a81f7658a5f528005adfe86a0e733a8aa8b794f,c48265c58ccc95249cc14e392a81f7658a5f528005adfe86a0e733a8aa8b794f,True
reports/phase8_top30_school_price.csv,8,5023,9345311330269c2dee0fd9eec802d57905740eedefcc480afb72734457345071,9345311330269c2dee0fd9eec802d57905740eedefcc480afb72734457345071,True
reports/phase8_top30_score_price.html,8,11056,3c93d5130e1a21e34892c1341acd73c6e83f6e568e91e81cf511f1eddc99d1d3,3c93d5130e1a21e34892c1341acd73c6e83f6e568e91e81cf511f1eddc99d1d3,True
reports/phase8_unscored_500plus.csv,8,2071,bbfa4ca4eb93eb7a087d6adefc0e1db8e380a2db2958b49b962277be786d8a69,bbfa4ca4eb93eb7a087d6adefc0e1db8e380a2db2958b49b962277be786d8a69,True
reports/phase8_validation.md,8,2312,8597f4486c014bd1839fcf6ae5ef4671bffb8f025c187e9e14b04ab037db6a52,8597f4486c014bd1839fcf6ae5ef4671bffb8f025c187e9e14b04ab037db6a52,True
reports/phase9_cluster_comparison.csv,9,375,cc4668f64f404821221cb1a04d49329df8cfabc17238a78db96726048b17c8c9,cc4668f64f404821221cb1a04d49329df8cfabc17238a78db96726048b17c8c9,True
reports/phase9_cluster_profiles.csv,9,714,ddee3ea30547efde1dff08e8e99a24963ed9441d38b38ba998e19918bb227445,ddee3ea30547efde1dff08e8e99a24963ed9441d38b38ba998e19918bb227445,True
reports/phase9_collection_status.csv,9,4760,618f19f18c0da8df7c0fa9fc114bfb1f6892580bd8a77aca4a9112775d9d056f,618f19f18c0da8df7c0fa9fc114bfb1f6892580bd8a77aca4a9112775d9d056f,True
reports/phase9_data_quality.csv,9,272,d5ce16742e7cc06fc5411c437864f0b5f1bd56806ad1611e692958ea4df05438,d5ce16742e7cc06fc5411c437864f0b5f1bd56806ad1611e692958ea4df05438,True
reports/phase9_elementary_demand_ranking.csv,9,324562,c09ce6555e78fdbd305a86b947436f9f1f73f8b0e3ae86194276d95e6d859203,c09ce6555e78fdbd305a86b947436f9f1f73f8b0e3ae86194276d95e6d859203,True
reports/phase9_school_id_linkage_audit.csv,9,23291,5a4fc53305f9e5b6e608a24ddeec62e4679a4517d2ea85601d23f507c749c715,5a4fc53305f9e5b6e608a24ddeec62e4679a4517d2ea85601d23f507c749c715,True
reports/phase9_validation.md,9,2643,85e58ecf6654c85531d778d6b7da61dd56065a26ecbcc3f6ff6200b316d87b5a,85e58ecf6654c85531d778d6b7da61dd56065a26ecbcc3f6ff6200b316d87b5a,True
src/__pycache__/phase10_incremental_price_validation.cpython-313.pyc,10,62742,085ca77774989cd2d795d575a16d0c18bcd9cca06ffb43fd9880c23a6eb26f42,085ca77774989cd2d795d575a16d0c18bcd9cca06ffb43fd9880c23a6eb26f42,True
src/__pycache__/phase115_middle_migration_mechanism.cpython-313.pyc,11.5,34372,3082ab5396d6715a36ff80c601a11dea860a264d2eefa70e5143e7c938b75551,3082ab5396d6715a36ff80c601a11dea860a264d2eefa70e5143e7c938b75551,True
src/__pycache__/phase11_middle_catchment_demand.cpython-313.pyc,11,24517,f753d356a41424774359a511170729c4142b925a4a27f0b32b7643cf119d4116,f753d356a41424774359a511170729c4142b925a4a27f0b32b7643cf119d4116,True
src/__pycache__/phase125_middle_incremental.cpython-313.pyc,12.5,15685,20698840dfc5dbe6215d80ed17ed7ff6e5a52be7a7bbd1e54949b9c1dbdc720f,20698840dfc5dbe6215d80ed17ed7ff6e5a52be7a7bbd1e54949b9c1dbdc720f,True
src/__pycache__/phase12_elementary_first.cpython-313.pyc,12,21673,c6bda1685cfe93ad6aba57bf4a74bf6b4132924bb511f62dbfc78d3b6158fee8,c6bda1685cfe93ad6aba57bf4a74bf6b4132924bb511f62dbfc78d3b6158fee8,True
src/__pycache__/phase135_145_school_value.cpython-313.pyc,13.5,71207,c1e6216559f4210785b72b45bdd4a4ade533631d5fa29f0c318664dfcfbb2e22,c1e6216559f4210785b72b45bdd4a4ade533631d5fa29f0c318664dfcfbb2e22,True
src/__pycache__/phase13_school_premium.cpython-313.pyc,13,27782,fd2f3f2062acae54c9073aa9bb02ca486054e54308bc13a744ed26ed8997edbe,fd2f3f2062acae54c9073aa9bb02ca486054e54308bc13a744ed26ed8997edbe,True
src/__pycache__/phase146_149_stability.cpython-313.pyc,146,66473,beb82113146d1bc0f18b850dd3c577bb3848f5b5a06d740ef21cfc173838b657,beb82113146d1bc0f18b850dd3c577bb3848f5b5a06d740ef21cfc173838b657,True
src/__pycache__/phase151_local_market.cpython-313.pyc,15.1,64849,8f02366f01bdf9f6773155fefb57ae8285f3110804bef4a1d45ae9fdf9117774,8f02366f01bdf9f6773155fefb57ae8285f3110804bef4a1d45ae9fdf9117774,True
src/__pycache__/phase152_local_comparable.cpython-313.pyc,15.2,65013,0a7b7751dd7040d39c1a397f2055e521cd9e0f7c2e005f32bc0f09b275904e56,0a7b7751dd7040d39c1a397f2055e521cd9e0f7c2e005f32bc0f09b275904e56,True
src/__pycache__/phase7_assignment_2026.cpython-313.pyc,7,25927,5090e2908e4c6d1adb1239e3b90459baa15655bccc743a723e4996770ddbdd3d,5090e2908e4c6d1adb1239e3b90459baa15655bccc743a723e4996770ddbdd3d,True
src/__pycache__/phase7_auto_exact.cpython-313.pyc,7,8780,19f380725a4877378080988b3d6e724ce68bd784863ea063b6587b73804b3509,19f380725a4877378080988b3d6e724ce68bd784863ea063b6587b73804b3509,True
